use_id,crop,rate_value,rate_unit,rate_level,planting_method,workbook,product_identifier,region,target_pest,notes
"legumes_deep|Bean, coloured excluding kidney and cranberry , wide row/standard planting|high|560.000|mg a.i./kg seed","Bean, coloured excluding kidney and cranberry , wide row/standard planting",560,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, coloured excluding kidney and cranberry , wide row/standard planting|high|560.000|mg a.i./kg seed","Bean, coloured excluding kidney and cranberry , wide row/standard planting",560,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, coloured excluding kidney and cranberry , wide row/standard planting|mid|500.000|mg a.i./kg seed","Bean, coloured excluding kidney and cranberry , wide row/standard planting",500,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, coloured excluding kidney and cranberry , wide row/standard planting|mid|500.000|mg a.i./kg seed","Bean, coloured excluding kidney and cranberry , wide row/standard planting",500,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, coloured excluding kidney and cranberry , wide row/standard planting|low|300.000|mg a.i./kg seed","Bean, coloured excluding kidney and cranberry , wide row/standard planting",300,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, coloured excluding kidney and cranberry , wide row/standard planting|low|300.000|mg a.i./kg seed","Bean, coloured excluding kidney and cranberry , wide row/standard planting",300,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=7; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|high|0.076|mg a.i./seed","Bean, kidney and cranberry",0.076,mg a.i./seed,high,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|high|0.076|mg a.i./seed","Bean, kidney and cranberry",0.076,mg a.i./seed,high,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|low|0.045|mg a.i./seed","Bean, kidney and cranberry",0.045,mg a.i./seed,low,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|low|0.045|mg a.i./seed","Bean, kidney and cranberry",0.045,mg a.i./seed,low,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=8; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|high|560.000|mg a.i./kg seed","Bean, kidney and cranberry",560,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=9; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|high|560.000|mg a.i./kg seed","Bean, kidney and cranberry",560,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=9; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|mid|500.000|mg a.i./kg seed","Bean, kidney and cranberry",500,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=9; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|mid|500.000|mg a.i./kg seed","Bean, kidney and cranberry",500,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=9; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|low|300.000|mg a.i./kg seed","Bean, kidney and cranberry",300,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=9; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, kidney and cranberry|low|300.000|mg a.i./kg seed","Bean, kidney and cranberry",300,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=9; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, lima|high|500.000|mg a.i./kg seed","Bean, lima",500,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=10; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, lima|high|500.000|mg a.i./kg seed","Bean, lima",500,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=10; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, lima|low|300.000|mg a.i./kg seed","Bean, lima",300,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=10; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, lima|low|300.000|mg a.i./kg seed","Bean, lima",300,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=10; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|high|0.076|mg a.i./seed","Bean, navy/white and black, narrow row/solid seeding",0.076,mg a.i./seed,high,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=11; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|high|0.076|mg a.i./seed","Bean, navy/white and black, narrow row/solid seeding",0.076,mg a.i./seed,high,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=11; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|low|0.045|mg a.i./seed","Bean, navy/white and black, narrow row/solid seeding",0.045,mg a.i./seed,low,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=11; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|low|0.045|mg a.i./seed","Bean, navy/white and black, narrow row/solid seeding",0.045,mg a.i./seed,low,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=11; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|high|560.000|mg a.i./kg seed","Bean, navy/white and black, narrow row/solid seeding",560,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=12; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|high|560.000|mg a.i./kg seed","Bean, navy/white and black, narrow row/solid seeding",560,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=12; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|mid|500.000|mg a.i./kg seed","Bean, navy/white and black, narrow row/solid seeding",500,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=12; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|mid|500.000|mg a.i./kg seed","Bean, navy/white and black, narrow row/solid seeding",500,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=12; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|low|300.000|mg a.i./kg seed","Bean, navy/white and black, narrow row/solid seeding",300,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=12; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, narrow row/solid seeding|low|300.000|mg a.i./kg seed","Bean, navy/white and black, narrow row/solid seeding",300,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=12; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|high|0.076|mg a.i./seed","Bean, navy/white and black, wide row/standard planting",0.076,mg a.i./seed,high,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=13; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|high|0.076|mg a.i./seed","Bean, navy/white and black, wide row/standard planting",0.076,mg a.i./seed,high,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=13; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|low|0.045|mg a.i./seed","Bean, navy/white and black, wide row/standard planting",0.045,mg a.i./seed,low,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=13; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|low|0.045|mg a.i./seed","Bean, navy/white and black, wide row/standard planting",0.045,mg a.i./seed,low,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=13; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|high|560.000|mg a.i./kg seed","Bean, navy/white and black, wide row/standard planting",560,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=14; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|high|560.000|mg a.i./kg seed","Bean, navy/white and black, wide row/standard planting",560,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=14; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|mid|500.000|mg a.i./kg seed","Bean, navy/white and black, wide row/standard planting",500,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=14; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|mid|500.000|mg a.i./kg seed","Bean, navy/white and black, wide row/standard planting",500,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=14; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|low|300.000|mg a.i./kg seed","Bean, navy/white and black, wide row/standard planting",300,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=14; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, navy/white and black, wide row/standard planting|low|300.000|mg a.i./kg seed","Bean, navy/white and black, wide row/standard planting",300,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=14; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|high|0.076|mg a.i./seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",0.076,mg a.i./seed,high,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=15; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|high|0.076|mg a.i./seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",0.076,mg a.i./seed,high,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=15; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|low|0.045|mg a.i./seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",0.045,mg a.i./seed,low,drill_spring,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=15; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|low|0.045|mg a.i./seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",0.045,mg a.i./seed,low,precision,legumes_deep,"CRUISER® 5FS Seed Treatment label, Reg. No. 27045",NA,NA,seed_use_number=15; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|high|560.000|mg a.i./kg seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",560,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=16; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|high|560.000|mg a.i./kg seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",560,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=16; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|mid|500.000|mg a.i./kg seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",500,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=16; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|mid|500.000|mg a.i./kg seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",500,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=16; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|low|300.000|mg a.i./kg seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",300,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=16; status=ASSESSMENT_DEFAULT
"legumes_deep|Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)|low|300.000|mg a.i./kg seed","Bean, Vigna anugularis  (adzuki bean) or Vigna unguiculata (yardlong bean /cowpea/black-eyed pea/southern pea/crowder pea/ /Chinese long bean)",300,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=16; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Desi|high|300.000|mg a.i./kg seed","Chickpea, Desi",300,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=17; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Desi|high|300.000|mg a.i./kg seed","Chickpea, Desi",300,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=17; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Desi|mid|200.000|mg a.i./kg seed","Chickpea, Desi",200,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=17; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Desi|mid|200.000|mg a.i./kg seed","Chickpea, Desi",200,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=17; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Desi|low|100.000|mg a.i./kg seed","Chickpea, Desi",100,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=17; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Desi|low|100.000|mg a.i./kg seed","Chickpea, Desi",100,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=17; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Kabuli|high|300.000|mg a.i./kg seed","Chickpea, Kabuli",300,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=18; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Kabuli|high|300.000|mg a.i./kg seed","Chickpea, Kabuli",300,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=18; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Kabuli|mid|200.000|mg a.i./kg seed","Chickpea, Kabuli",200,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=18; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Kabuli|mid|200.000|mg a.i./kg seed","Chickpea, Kabuli",200,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=18; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Kabuli|low|100.000|mg a.i./kg seed","Chickpea, Kabuli",100,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=18; status=ASSESSMENT_DEFAULT
"legumes_deep|Chickpea, Kabuli|low|100.000|mg a.i./kg seed","Chickpea, Kabuli",100,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=18; status=ASSESSMENT_DEFAULT
legumes_deep|Lentil|high|300.000|mg a.i./kg seed,Lentil,300,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=19; status=ASSESSMENT_DEFAULT
legumes_deep|Lentil|high|300.000|mg a.i./kg seed,Lentil,300,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=19; status=ASSESSMENT_DEFAULT
legumes_deep|Lentil|mid|200.000|mg a.i./kg seed,Lentil,200,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=19; status=ASSESSMENT_DEFAULT
legumes_deep|Lentil|mid|200.000|mg a.i./kg seed,Lentil,200,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=19; status=ASSESSMENT_DEFAULT
legumes_deep|Lentil|low|100.000|mg a.i./kg seed,Lentil,100,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=19; status=ASSESSMENT_DEFAULT
legumes_deep|Lentil|low|100.000|mg a.i./kg seed,Lentil,100,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=19; status=ASSESSMENT_DEFAULT
"legumes_deep|Pea, field/dry pulse|high|500.000|mg a.i./kg seed","Pea, field/dry pulse",500,mg a.i./kg seed,high,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=20; status=ASSESSMENT_DEFAULT
"legumes_deep|Pea, field/dry pulse|high|500.000|mg a.i./kg seed","Pea, field/dry pulse",500,mg a.i./kg seed,high,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=20; status=ASSESSMENT_DEFAULT
"legumes_deep|Pea, field/dry pulse|mid|300.000|mg a.i./kg seed","Pea, field/dry pulse",300,mg a.i./kg seed,mid,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=20; status=ASSESSMENT_DEFAULT
"legumes_deep|Pea, field/dry pulse|mid|300.000|mg a.i./kg seed","Pea, field/dry pulse",300,mg a.i./kg seed,mid,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=20; status=ASSESSMENT_DEFAULT
"legumes_deep|Pea, field/dry pulse|low|100.000|mg a.i./kg seed","Pea, field/dry pulse",100,mg a.i./kg seed,low,drill_spring,legumes_deep,VUI 3622323,NA,NA,seed_use_number=20; status=ASSESSMENT_DEFAULT
"legumes_deep|Pea, field/dry pulse|low|100.000|mg a.i./kg seed","Pea, field/dry pulse",100,mg a.i./kg seed,low,precision,legumes_deep,VUI 3622323,NA,NA,seed_use_number=20; status=ASSESSMENT_DEFAULT
"legumes_shallow|Bean, snap|high|500.000|mg a.i./kg seed","Bean, snap",500,mg a.i./kg seed,high,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"legumes_shallow|Bean, snap|high|500.000|mg a.i./kg seed","Bean, snap",500,mg a.i./kg seed,high,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"legumes_shallow|Bean, snap|low|300.000|mg a.i./kg seed","Bean, snap",300,mg a.i./kg seed,low,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"legumes_shallow|Bean, snap|low|300.000|mg a.i./kg seed","Bean, snap",300,mg a.i./kg seed,low,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
legumes_shallow|Lupin|high|300.000|mg a.i./kg seed,Lupin,300,mg a.i./kg seed,high,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
legumes_shallow|Lupin|high|300.000|mg a.i./kg seed,Lupin,300,mg a.i./kg seed,high,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
legumes_shallow|Lupin|mid|200.000|mg a.i./kg seed,Lupin,200,mg a.i./kg seed,mid,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
legumes_shallow|Lupin|mid|200.000|mg a.i./kg seed,Lupin,200,mg a.i./kg seed,mid,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
legumes_shallow|Lupin|low|100.000|mg a.i./kg seed,Lupin,100,mg a.i./kg seed,low,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
legumes_shallow|Lupin|low|100.000|mg a.i./kg seed,Lupin,100,mg a.i./kg seed,low,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
"legumes_shallow|Pea, horticultural/vegetable|high|500.000|mg a.i./kg seed","Pea, horticultural/vegetable",500,mg a.i./kg seed,high,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
"legumes_shallow|Pea, horticultural/vegetable|high|500.000|mg a.i./kg seed","Pea, horticultural/vegetable",500,mg a.i./kg seed,high,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
"legumes_shallow|Pea, horticultural/vegetable|low|300.000|mg a.i./kg seed","Pea, horticultural/vegetable",300,mg a.i./kg seed,low,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
"legumes_shallow|Pea, horticultural/vegetable|low|300.000|mg a.i./kg seed","Pea, horticultural/vegetable",300,mg a.i./kg seed,low,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
legumes_shallow|Soybean|high|300.000|mg a.i./kg seed,Soybean,300,mg a.i./kg seed,high,drill_spring,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=4; status=ASSESSMENT_DEFAULT
legumes_shallow|Soybean|high|300.000|mg a.i./kg seed,Soybean,300,mg a.i./kg seed,high,precision,legumes_shallow,VUI 3622323,NA,NA,seed_use_number=4; status=ASSESSMENT_DEFAULT
legumes_shallow|Soybean|high|0.045|mg a.i./seed,Soybean,0.045,mg a.i./seed,high,drill_spring,legumes_shallow,CRUISER® 5FS Seed Treatment label Reg. No. 27045,NA,NA,seed_use_number=5; status=ASSESSMENT_DEFAULT
legumes_shallow|Soybean|high|0.045|mg a.i./seed,Soybean,0.045,mg a.i./seed,high,precision,legumes_shallow,CRUISER® 5FS Seed Treatment label Reg. No. 27045,NA,NA,seed_use_number=5; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, processing, including pickling and gherkin|high|0.750|mg a.i./seed","Cucumber, processing, including pickling and gherkin",0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, processing, including pickling and gherkin|high|0.750|mg a.i./seed","Cucumber, processing, including pickling and gherkin",0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, processing, including pickling and gherkin|low|0.250|mg a.i./seed","Cucumber, processing, including pickling and gherkin",0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, processing, including pickling and gherkin|low|0.250|mg a.i./seed","Cucumber, processing, including pickling and gherkin",0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=1; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, fresh market|high|0.750|mg a.i./seed","Cucumber, fresh market",0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, fresh market|high|0.750|mg a.i./seed","Cucumber, fresh market",0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, fresh market|low|0.250|mg a.i./seed","Cucumber, fresh market",0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
"cucurbits|Cucumber, fresh market|low|0.250|mg a.i./seed","Cucumber, fresh market",0.25,mg a.i./seed,low,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=2; status=ASSESSMENT_DEFAULT
cucurbits|Gourd|high|0.750|mg a.i./seed,Gourd,0.75,mg a.i./seed,high,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
cucurbits|Gourd|high|0.750|mg a.i./seed,Gourd,0.75,mg a.i./seed,high,precision,cucurbits,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
cucurbits|Gourd|low|0.250|mg a.i./seed,Gourd,0.25,mg a.i./seed,low,drill_spring,cucurbits,VUI 3622323,NA,NA,seed_use_number=3; status=ASSESSMENT_DEFAULT
